Segment group,Treatment,Index,Set,Timepoint ,Plate,Well,Worm ID,Err,Date,Snap,DPA,Segments,Originally cut,Original segments,Starting segments,Segments added,Stage of blastema,Date of death,Days surviving,Death,Stage of death,Sex,Notes,Folder,Stage of blastema letter
s60,CTRL,c,S3,T4,P1,2,s60_CTRL_c_S3_T4_P1_2,,11 April 2023,NA,35,NA,7 March 2023,65,65,,control,,,n,,,,,
s60,CTRL,c,S3,T4,P1,3,s60_CTRL_c_S3_T4_P1_3,,7 March 2023,NA,0,65,7 March 2023,65,65,0,control,11 April,35,y,,,,,
s60,CTRL,c,S3,T4,P1,3,s60_CTRL_c_S3_T4_P1_3,,14 March 2023,1013,7,66,7 March 2023,65,65,1,control,11 April,35,y,,,,,
s60,CTRL,c,S3,T4,P1,3,s60_CTRL_c_S3_T4_P1_3,,21 March 2023,1049,14,66,7 March 2023,65,65,1,control,11 April,35,y,,,,,
s60,CTRL,c,S3,T4,P1,3,s60_CTRL_c_S3_T4_P1_3,,28 March 2023,1122,21,66,7 March 2023,65,65,1,control,11 April,35,y,,,,,
s60,CTRL,c,S3,T4,P1,3,s60_CTRL_c_S3_T4_P1_3,,6 April 2023,1185,30,68,7 March 2023,65,65,3,control,11 April,35,y,,,,,
s60,CTRL,c,S3,T4,P1,3,s60_CTRL_c_S3_T4_P1_3,,11 April 2023,1222,35,68,7 March 2023,65,65,3,control,11 April,35,y,,,DRIED OUT,,
s60,CTRL,c,S3,T4,P1,4,s60_CTRL_c_S3_T4_P1_4,,7 March 2023,NA,0,60,7 March 2023,60,60,0,control,11 April,35,y,,,,,
s60,CTRL,c,S3,T4,P1,4,s60_CTRL_c_S3_T4_P1_4,,14 March 2023,1014,7,61,7 March 2023,60,60,1,control,11 April,35,y,,,,,
s60,CTRL,c,S3,T4,P1,4,s60_CTRL_c_S3_T4_P1_4,,21 March 2023,1050,14,62,7 March 2023,60,60,2,control,,,n,,,,,
s60,CTRL,c,S3,T4,P1,4,s60_CTRL_c_S3_T4_P1_4,,28 March 2023,1123,21,62,7 March 2023,60,60,2,control,,,n,,,,,
s60,CTRL,c,S3,T4,P1,4,s60_CTRL_c_S3_T4_P1_4,,11 April 2023,1223,35,62,7 March 2023,60,60,2,control,,,n,,,,,
s60,CTRL,c,S3,T4,P1,4,s60_CTRL_c_S3_T4_P1_4,,6 April 2023,1186,30,63,7 March 2023,60,60,3,control,,,n,,,,,
s60,CTRL,c,S3,T4,P1,4,s60_CTRL_c_S3_T4_P1_4,,21 April 2023,1257,45,63,7 March 2023,60,60,3,control,,,n,,,,,
s60,CTRL,c,S3,T4,P1,4,s60_CTRL_c_S3_T4_P1_4,,25 April 2023,1287,49,65,7 March 2023,60,60,5,control,,,n,,,,,
s60,CTRL,c,S3,T4,P1,4,s60_CTRL_c_S3_T4_P1_4,,2 May 2023,1306,56,65,7 March 2023,60,60,5,control,,,n,,,,,
s60,CTRL,c,S3,T4,P1,4,s60_CTRL_c_S3_T4_P1_4,,10 May 2023,1339,64,67,7 March 2023,60,60,7,control,,,n,,,,,
s60,CTRL,c,S3,T4,P1,5,s60_CTRL_c_S3_T4_P1_5,,7 March 2023,NA,0,60,7 March 2023,60,60,0,control,21 April 2023,45,y,,,,,
s60,CTRL,c,S3,T4,P1,5,s60_CTRL_c_S3_T4_P1_5,,14 March 2023,1015,7,60,7 March 2023,60,60,0,control,21 April 2023,45,y,,,,,
s60,CTRL,c,S3,T4,P1,5,s60_CTRL_c_S3_T4_P1_5,,21 March 2023,1051,14,60,7 March 2023,60,60,0,control,21 April 2023,45,y,,,,,
s60,CTRL,c,S3,T4,P1,5,s60_CTRL_c_S3_T4_P1_5,,21 April 2023,1258,45,60,7 March 2023,60,60,0,control,21 April 2023,45,y,,Male,Matured,,
s60,CTRL,c,S3,T4,P1,5,s60_CTRL_c_S3_T4_P1_5,,28 March 2023,1124,21,61,7 March 2023,60,60,1,control,21 April 2023,45,y,,,,,
s60,CTRL,c,S3,T4,P1,5,s60_CTRL_c_S3_T4_P1_5,,6 April 2023,1187,30,61,7 March 2023,60,60,1,control,21 April 2023,45,y,,,,,
s60,CTRL,c,S3,T4,P1,5,s60_CTRL_c_S3_T4_P1_5,,11 April 2023,1224,35,62,7 March 2023,60,60,2,control,21 April 2023,45,y,,,,,
s40,AMP,b,S1,T3,P1,1,s40_AMP_b_S1_T3_P1_1,,10 January 2023,464,28,36,13 Dec 2022,49,8,28,,,,n,,,,,
s40,AMP,b,S1,T3,P1,2,s40_AMP_b_S1_T3_P1_2,,10 January 2023,465,28,42,13 Dec 2022,45,8,34,,,,n,,,,,
s40,AMP,b,S1,T3,P1,3,s40_AMP_b_S1_T3_P1_3,,10 January 2023,466,28,39,13 Dec 2022,40,8,31,,,,n,,,,,
s40,AMP,b,S1,T3,P1,4,s40_AMP_b_S1_T3_P1_4,,10 January 2023,467,28,39,13 Dec 2022,42,8,31,,,,n,,,,,
s40,AMP,b,S1,T3,P1,5,s40_AMP_b_S1_T3_P1_5,,10 January 2023,468,28,28,13 Dec 2022,41,8,20,,,,n,,,,,
s40,AMP,b,S1,T4,P1,1,s40_AMP_b_S1_T4_P1_1,,13 December 2022,NA,0,8,13 December 2022,42,8,0,,,,n,,,,,
s40,AMP,b,S1,T4,P1,1,s40_AMP_b_S1_T4_P1_1,,20 December 2022,NA,7,8,13 December 2022,42,8,0,,,,n,,,,,
s40,AMP,b,S1,T4,P1,1,s40_AMP_b_S1_T4_P1_1,,10 January 2023,474,28,21,13 Dec 2022,42,8,13,,,,n,,,,,
s40,AMP,b,S1,T4,P1,1,s40_AMP_b_S1_T4_P1_1,,14 February 2023,573,63,42,13 Dec 2022,42,8,34,,,,n,,,,,
s40,AMP,b,S1,T4,P1,2,s40_AMP_b_S1_T4_P1_2,,13 December 2022,NA,0,8,13 December 2022,45,8,0,,,,n,,,,,
s40,AMP,b,S1,T4,P1,2,s40_AMP_b_S1_T4_P1_2,,20 December 2022,NA,7,11,13 December 2022,45,8,3,,,,n,,,,,
s40,AMP,b,S1,T4,P1,2,s40_AMP_b_S1_T4_P1_2,,10 January 2023,475,28,40,13 Dec 2022,45,8,32,,,,n,,,,,
s40,AMP,b,S1,T4,P1,3,s40_AMP_b_S1_T4_P1_3,,13 December 2022,NA,0,8,13 December 2022,47,8,0,,,,n,,,,,
s40,AMP,b,S1,T4,P1,3,s40_AMP_b_S1_T4_P1_3,,10 January 2023,476,28,33,13 Dec 2022,47,8,25,,,,n,,,,,
s40,AMP,b,S1,T4,P1,4,s40_AMP_b_S1_T4_P1_4,,13 December 2022,NA,0,8,13 December 2022,42,8,0,,7 Feb 2023,56,y,,,,,
s40,AMP,b,S1,T4,P1,4,s40_AMP_b_S1_T4_P1_4,,10 January 2023,477,28,12,13 Dec 2022,42,8,4,,7 Feb 2023,56,y,,,,,
s40,AMP,b,S1,T4,P1,5,s40_AMP_b_S1_T4_P1_5,,13 December 2022,NA,0,8,13 December 2022,49,8,0,,,,n,,,,,
s40,AMP,b,S1,T4,P1,5,s40_AMP_b_S1_T4_P1_5,,10 January 2023,478,28,39,13 Dec 2022,49,8,31,,,,n,,,,,
s40,AMP,b,S2,T4,P1,1,s40_AMP_b_S2_T4_P1_1,,23 January 2023,NA,0,8,23 January 2023,42,8,0,,,,n,,,,,
s40,AMP,b,S2,T4,P1,1,s40_AMP_b_S2_T4_P1_1,,24 February 2023,654,32,34,23 January 2023,42,8,26,,,,n,,,,,
s40,AMP,b,S2,T4,P1,1,s40_AMP_b_S2_T4_P1_1,,7 March 2023,790,43,38,23 January 2023,42,8,30,,,,n,,,,,
s40,AMP,b,S2,T4,P1,1,s40_AMP_b_S2_T4_P1_1,,13 March 2023,926,49,43,23 January 2023,42,8,35,,,,n,,,,,
s40,AMP,b,S2,T4,P1,1,s40_AMP_b_S2_T4_P1_1,,21 March 2023,1031,57,46,23 January 2023,42,8,38,,,,n,,,,,
s40,AMP,b,S2,T4,P1,1,s40_AMP_b_S2_T4_P1_1,,27 March 2023,1077,63,47,23 January 2023,42,8,39,,,,n,,,,,
s40,AMP,b,S2,T4,P1,2,s40_AMP_b_S2_T4_P1_2,,23 January 2023,NA,0,8,23 January 2023,43,8,0,,,,n,,,,,
s40,AMP,b,S2,T4,P1,2,s40_AMP_b_S2_T4_P1_2,,24 February 2023,655,32,28,23 January 2023,43,8,20,,,,n,,,,,
s40,AMP,b,S2,T4,P1,2,s40_AMP_b_S2_T4_P1_2,,7 March 2023,791,43,31,23 January 2023,43,8,23,,,,n,,,,,
s40,AMP,b,S2,T4,P1,2,s40_AMP_b_S2_T4_P1_2,,13 March 2023,927,49,34,23 January 2023,43,8,26,,,,n,,,,,
s40,AMP,b,S2,T4,P1,2,s40_AMP_b_S2_T4_P1_2,,21 March 2023,1032,57,44,23 January 2023,43,8,36,,,,n,,,,,
s40,AMP,b,S2,T4,P1,2,s40_AMP_b_S2_T4_P1_2,,27 March 2023,1078,63,47,23 January 2023,43,8,39,,,,n,,,,,
s40,AMP,b,S2,T4,P1,3,s40_AMP_b_S2_T4_P1_3,,23 January 2023,NA,0,8,23 January 2023,42,8,0,,,,n,,,,,
s40,AMP,b,S2,T4,P1,3,s40_AMP_b_S2_T4_P1_3,,24 February 2023,656,32,29,23 January 2023,42,8,21,,,,n,,,,,
s40,AMP,b,S2,T4,P1,3,s40_AMP_b_S2_T4_P1_3,,7 March 2023,792,43,34,23 January 2023,42,8,26,,,,n,,,,,
s40,AMP,b,S2,T4,P1,3,s40_AMP_b_S2_T4_P1_3,,13 March 2023,928,49,39,23 January 2023,42,8,31,,,,n,,,,,
s40,AMP,b,S2,T4,P1,3,s40_AMP_b_S2_T4_P1_3,,21 March 2023,1033,57,43,23 January 2023,42,8,35,,,,n,,,,,
s40,AMP,b,S2,T4,P1,3,s40_AMP_b_S2_T4_P1_3,,27 March 2023,1079,63,45,23 January 2023,42,8,37,,,,n,,,,,
s40,AMP,b,S2,T4,P1,4,s40_AMP_b_S2_T4_P1_4,,23 January 2023,NA,0,8,23 January 2023,49,8,0,,,,n,,,,,
s40,AMP,b,S2,T4,P1,4,s40_AMP_b_S2_T4_P1_4,,24 February 2023,657,32,26,23 January 2023,49,8,18,,,,n,,,,,
s40,AMP,b,S2,T4,P1,4,s40_AMP_b_S2_T4_P1_4,,7 March 2023,793,43,31,23 January 2023,49,8,23,,,,n,,,,,
s40,AMP,b,S2,T4,P1,4,s40_AMP_b_S2_T4_P1_4,,13 March 2023,929,49,37,23 January 2023,49,8,29,,,,n,,,,,
s40,AMP,b,S2,T4,P1,4,s40_AMP_b_S2_T4_P1_4,,21 March 2023,1034,57,41,23 January 2023,49,8,33,,,,n,,,,,
s40,AMP,b,S2,T4,P1,4,s40_AMP_b_S2_T4_P1_4,,27 March 2023,1080,63,44,23 January 2023,49,8,36,,,,n,,,,,
s40,AMP,b,S2,T4,P1,5,s40_AMP_b_S2_T4_P1_5,,23 January 2023,NA,0,8,23 January 2023,48,8,0,,,,n,,,,,
s40,AMP,b,S2,T4,P1,5,s40_AMP_b_S2_T4_P1_5,,24 February 2023,658,32,15,23 January 2023,48,8,7,,,,n,,,,,
s40,AMP,b,S2,T4,P1,5,s40_AMP_b_S2_T4_P1_5,,7 March 2023,794,43,15,23 January 2023,43,8,7,,,,n,,,,,
s40,AMP,b,S2,T4,P1,5,s40_AMP_b_S2_T4_P1_5,,13 March 2023,930,49,17,23 January 2023,43,8,9,,,,n,,,,,
s40,AMP,b,S2,T4,P1,5,s40_AMP_b_S2_T4_P1_5,,21 March 2023,1035,57,19,23 January 2023,43,8,11,,,,n,,,,,
s40,AMP,b,S2,T4,P1,5,s40_AMP_b_S2_T4_P1_5,,27 March 2023,1081,63,20,23 January 2023,43,8,12,,,,n,,,,,
s40,AMP,b,S3,T3,P1,2,s40_AMP_b_S3_T3_P1_2,,4 April 2023,NA,28,NA,7 March 2023,44,8,,,14 March 2023,7,y,,,,,
s40,AMP,b,S3,T3,P1,4,s40_AMP_b_S3_T3_P1_4,,4 April 2023,NA,28,,7 March 2023,41,8,,,4 April 2023,28,y,,,,,
s40,AMP,b,S3,T4,P1,1,s40_AMP_b_S3_T4_P1_1,,7 March 2023,NA,0,8,7 March 2023,45,8,0,,,,n,,,,,
s40,AMP,b,S3,T4,P1,1,s40_AMP_b_S3_T4_P1_1,,28 March 2023,1111,21,23,7 March 2023,43,8,15,,,,n,,,,,
s40,AMP,b,S3,T4,P1,1,s40_AMP_b_S3_T4_P1_1,,5 April 2023,1165,29,32,7 March 2023,43,8,24,,,,n,,,,,
s40,AMP,b,S3,T4,P1,1,s40_AMP_b_S3_T4_P1_1,,11 April 2023,1216,35,37,7 March 2023,43,8,29,,,,n,,,,,
s40,AMP,b,S3,T4,P1,1,s40_AMP_b_S3_T4_P1_1,,21 April 2023,1271,45,45,7 March 2023,43,8,37,,,,n,,,,,
s40,AMP,b,S3,T4,P1,1,s40_AMP_b_S3_T4_P1_1,,25 April 2023,1289,49,49,7 March 2023,43,8,41,,,,n,,,,,
s40,AMP,b,S3,T4,P1,1,s40_AMP_b_S3_T4_P1_1,,2 May 2023,1308,56,52,7 March 2023,43,8,44,,,,n,,,,,
s40,AMP,b,S3,T4,P1,1,s40_AMP_b_S3_T4_P1_1,,10 May 2023,1322,64,52,7 March 2023,43,8,44,,,,n,,,,,
s40,AMP,b,S3,T4,P1,2,s40_AMP_b_S3_T4_P1_2,,7 March 2023,NA,0,8,7 March 2023,40,8,0,,,,n,,,,,
s40,AMP,b,S3,T4,P1,2,s40_AMP_b_S3_T4_P1_2,,28 March 2023,1112,21,25,7 March 2023,48,8,17,,,,n,,,,,
s40,AMP,b,S3,T4,P1,2,s40_AMP_b_S3_T4_P1_2,,5 April 2023,1166,29,29,7 March 2023,48,8,21,,,,n,,,,,
s40,AMP,b,S3,T4,P1,2,s40_AMP_b_S3_T4_P1_2,,11 April 2023,1217,35,33,7 March 2023,48,8,25,,,,n,,,,,
s40,AMP,b,S3,T4,P1,2,s40_AMP_b_S3_T4_P1_2,,21 April 2023,1272,45,38,7 March 2023,48,8,30,,,,n,,,,,
s40,AMP,b,S3,T4,P1,2,s40_AMP_b_S3_T4_P1_2,,25 April 2023,1290,49,43,7 March 2023,48,8,35,,,,n,,,,,
s40,AMP,b,S3,T4,P1,2,s40_AMP_b_S3_T4_P1_2,,2 May 2023,1309,56,47,7 March 2023,48,8,39,,,,n,,,,,
s40,AMP,b,S3,T4,P1,2,s40_AMP_b_S3_T4_P1_2,,10 May 2023,1323,64,52,7 March 2023,48,8,44,,,,n,,,,,
s40,AMP,b,S3,T4,P1,3,s40_AMP_b_S3_T4_P1_3,,7 March 2023,NA,0,8,7 March 2023,45,8,0,,,,n,,,,,
s40,AMP,b,S3,T4,P1,3,s40_AMP_b_S3_T4_P1_3,,28 March 2023,1113,21,23,7 March 2023,47,8,15,,,,n,,,,,
s40,AMP,b,S3,T4,P1,3,s40_AMP_b_S3_T4_P1_3,,5 April 2023,1167,29,29,7 March 2023,47,8,21,,,,n,,,,,
s40,AMP,b,S3,T4,P1,3,s40_AMP_b_S3_T4_P1_3,,11 April 2023,1218,35,32,7 March 2023,47,8,24,,,,n,,,,,
s40,AMP,b,S3,T4,P1,3,s40_AMP_b_S3_T4_P1_3,,21 April 2023,1273,45,35,7 March 2023,47,8,27,,,,n,,,,,
s40,AMP,b,S3,T4,P1,3,s40_AMP_b_S3_T4_P1_3,,25 April 2023,1291,49,39,7 March 2023,47,8,31,,,,n,,,,,
s40,AMP,b,S3,T4,P1,3,s40_AMP_b_S3_T4_P1_3,,2 May 2023,1310,56,44,7 March 2023,47,8,36,,,,n,,,,,
s40,AMP,b,S3,T4,P1,3,s40_AMP_b_S3_T4_P1_3,,10 May 2023,1324,64,45,7 March 2023,47,8,37,,,,n,,,,,
s40,AMP,b,S3,T4,P1,4,s40_AMP_b_S3_T4_P1_4,,7 March 2023,NA,0,8,7 March 2023,44,8,0,,,,n,,,,,
s40,AMP,b,S3,T4,P1,4,s40_AMP_b_S3_T4_P1_4,,28 March 2023,1114,21,24,7 March 2023,44,8,16,,,,n,,,,,
s40,AMP,b,S3,T4,P1,4,s40_AMP_b_S3_T4_P1_4,,5 April 2023,1168,29,27,7 March 2023,44,8,19,,,,n,,,,,
s40,AMP,b,S3,T4,P1,4,s40_AMP_b_S3_T4_P1_4,,11 April 2023,1219,35,29,7 March 2023,44,8,21,,,,n,,,,,
s40,AMP,b,S3,T4,P1,4,s40_AMP_b_S3_T4_P1_4,,21 April 2023,1274,45,31,7 March 2023,44,8,23,,,,n,,,,,
s40,AMP,b,S3,T4,P1,4,s40_AMP_b_S3_T4_P1_4,,25 April 2023,1292,49,33,7 March 2023,44,8,25,,,,n,,,,,
s40,AMP,b,S3,T4,P1,4,s40_AMP_b_S3_T4_P1_4,,2 May 2023,1311,56,51,7 March 2023,44,8,43,,,,n,,,,,
s40,AMP,b,S3,T4,P1,4,s40_AMP_b_S3_T4_P1_4,,10 May 2023,1325,64,52,7 March 2023,44,8,44,,,,n,,,,,
s40,AMP,b,S3,T4,P1,5,s40_AMP_b_S3_T4_P1_5,,7 March 2023,NA,0,8,7 March 2023,47,8,0,,,,n,,,,,
s40,AMP,b,S3,T4,P1,5,s40_AMP_b_S3_T4_P1_5,,28 March 2023,1115,21,27,7 March 2023,46,8,19,,,,n,,,,,
s40,AMP,b,S3,T4,P1,5,s40_AMP_b_S3_T4_P1_5,,5 April 2023,1169,29,34,7 March 2023,46,8,26,,,,n,,,,,
s40,AMP,b,S3,T4,P1,5,s40_AMP_b_S3_T4_P1_5,,11 April 2023,1220,35,39,7 March 2023,46,8,31,,,,n,,,,,
s40,AMP,b,S3,T4,P1,5,s40_AMP_b_S3_T4_P1_5,,21 April 2023,1275,45,42,7 March 2023,46,8,34,,,,n,,,,,
s40,AMP,b,S3,T4,P1,5,s40_AMP_b_S3_T4_P1_5,,25 April 2023,1293,49,47,7 March 2023,46,8,39,,,,n,,,,,
s40,AMP,b,S3,T4,P1,5,s40_AMP_b_S3_T4_P1_5,,2 May 2023,1312,56,37,7 March 2023,46,8,43,,,,n,,,,,
s40,AMP,b,S3,T4,P1,5,s40_AMP_b_S3_T4_P1_5,,10 May 2023,1326,64,41,7 March 2023,46,8,44,,,,n,,,,,
s60,AMP,d,S1,T2,P1,1,s60_AMP_d_S1_T2_P1_1,,21 Dec 2022,NA,7,NA,14 Dec 2022,67,8,,,,,n,,,,,
s60,AMP,d,S1,T2,P1,2,s60_AMP_d_S1_T2_P1_2,,21 Dec 2022,NA,7,NA,14 Dec 2022,63,8,,,,,n,,,,,
s60,AMP,d,S1,T2,P1,3,s60_AMP_d_S1_T2_P1_3,,21 Dec 2022,NA,7,NA,14 Dec 2022,67,8,,,,,n,,,,,
s60,AMP,d,S1,T3,P1,1,s60_AMP_d_S1_T3_P1_1,,21 Dec 2022,NA,7,NA,14 Dec 2022,61,8,,,21 Dec 2022,7,y,,,,,
s60,AMP,d,S1,T3,P1,2,s60_AMP_d_S1_T3_P1_2,,21 Dec 2022,NA,7,NA,14 Dec 2022,69,8,,,21 Dec 2022,7,y,,,,,
s60,AMP,d,S1,T3,P1,3,s60_AMP_d_S1_T3_P1_3,,21 Dec 2022,NA,7,NA,14 Dec 2022,60,8,,,21 Dec 2022,7,y,,,,,
s60,AMP,d,S1,T3,P1,5,s60_AMP_d_S1_T3_P1_5,,21 Dec 2022,NA,7,NA,14 Dec 2022,63,8,,,21 Dec 2022,7,y,,,,,
s60,AMP,d,S1,T3,P1,6,s60_AMP_d_S1_T3_P1_6,,21 December 2022,NA,7,8,14 Dec 2022,65,8,0,,,,n,,,,,
s60,AMP,d,S1,T3,P1,6,s60_AMP_d_S1_T3_P1_6,,11 January 2023,486,28,32,14 Dec 2022,65,8,24,,,,n,,,,,
s60,AMP,d,S1,T4,P1,1,s60_AMP_d_S1_T4_P1_1,,14 Dec 2022,NA,0,8,14 Dec 2022,67,8,0,,21 Dec 2022,7,y,,,,,
s60,AMP,d,S1,T4,P1,1,s60_AMP_d_S1_T4_P1_1,,21 Dec 2022,NA,7,NA,14 Dec 2022,67,8,,,21 Dec 2022,7,y,,,,,
s60,AMP,d,S1,T4,P1,2,s60_AMP_d_S1_T4_P1_2,,14 Dec 2022,NA,0,8,14 Dec 2022,61,8,0,,10 February,58,y,,,,,
s60,AMP,d,S1,T4,P1,2,s60_AMP_d_S1_T4_P1_2,,21 Dec 2022,NA,7,8,14 Dec 2022,61,8,0,,10 February,58,y,,,,,
s60,AMP,d,S1,T4,P1,2,s60_AMP_d_S1_T4_P1_2,,18 January 2023,466,35,41,14 Dec 2022,61,8,33,,10 February,58,y,,,,,
s60,AMP,d,S1,T4,P1,2,s60_AMP_d_S1_T4_P1_2,,24 January 2023,355,41,44,14 Dec 2022,61,8,36,,10 February,58,y,,,,,
s60,AMP,d,S1,T4,P1,2,s60_AMP_d_S1_T4_P1_2,,1 February 2023,417,49,46,14 Dec 2022,61,8,38,,10 February,58,y,,,,,
s60,AMP,d,S1,T4,P1,2,s60_AMP_d_S1_T4_P1_2,,9 February 2023,559,57,47,14 Dec 2022,61,8,39,,10 February,58,y,,,,,
s60,AMP,d,S1,T4,P1,3,s60_AMP_d_S1_T4_P1_3,,14 Dec 2022,NA,0,8,14 Dec 2022,60,8,0,,21 Dec 2022,7,y,,,,,
s60,AMP,d,S1,T4,P1,3,s60_AMP_d_S1_T4_P1_3,,21 Dec 2022,NA,7,NA,14 Dec 2022,60,8,,,21 Dec 2022,7,y,,,,,
s60,AMP,d,S1,T4,P1,4,s60_AMP_d_S1_T4_P1_4,,14 Dec 2022,NA,0,8,14 December 2022,62,8,0,,,,n,,,,,
s60,AMP,d,S1,T4,P1,4,s60_AMP_d_S1_T4_P1_4,,11 January 2023,493,28,37,14 Dec 2022,62,8,29,,,,n,,,,,
s60,AMP,d,S1,T4,P1,4,s60_AMP_d_S1_T4_P1_4,,18 January 2023,467,35,44,14 Dec 2022,62,8,36,,,,n,,,,,
s60,AMP,d,S1,T4,P1,4,s60_AMP_d_S1_T4_P1_4,,24 January 2023,355,41,45,14 Dec 2022,62,8,37,,,,n,,,,,
s60,AMP,d,S1,T4,P1,4,s60_AMP_d_S1_T4_P1_4,,1 February 2023,417,49,46,14 Dec 2022,62,8,38,,,,n,,,,,
s60,AMP,d,S1,T4,P1,4,s60_AMP_d_S1_T4_P1_4,,9 February 2023,561,57,47,14 Dec 2022,62,8,39,,,,n,,,,,
s60,AMP,d,S1,T4,P1,4,s60_AMP_d_S1_T4_P1_4,,15 February 2023,590,63,50,14 Dec 2022,62,8,42,,,,n,,,,,
s60,AMP,d,S1,T4,P1,5,s60_AMP_d_S1_T4_P1_5,,14 Dec 2022,NA,0,8,14 December 2022,65,8,0,,11 Jan 2023,28,y,,,,,
s60,AMP,d,S1,T4,P1,5,s60_AMP_d_S1_T4_P1_5,,11 January 2023,494,28,NA,14 Dec 2022,65,8,,,11 Jan 2023,28,y,,,,,
s60,AMP,d,S1,T4,P1,6,s60_AMP_d_S1_T4_P1_6,,14 Dec 2022,NA,0,8,14 December 2022,61,8,0,,,,n,,,,,
s60,AMP,d,S1,T4,P1,6,s60_AMP_d_S1_T4_P1_6,,11 January 2023,494,28,42,14 Dec 2022,61,8,34,,,,n,,,,,
s60,AMP,d,S1,T4,P1,6,s60_AMP_d_S1_T4_P1_6,,18 January 2023,466,35,49,14 Dec 2022,61,8,41,,,,n,,,,,
s60,AMP,d,S1,T4,P1,6,s60_AMP_d_S1_T4_P1_6,,24 January 2023,356,41,51,14 Dec 2022,61,8,43,,,,n,,,,,
s60,AMP,d,S1,T4,P1,6,s60_AMP_d_S1_T4_P1_6,,1 February 2023,418,49,53,14 Dec 2022,61,8,45,,,,n,,,,,
s60,AMP,d,S1,T4,P1,6,s60_AMP_d_S1_T4_P1_6,,9 February 2023,561,57,54,14 Dec 2022,61,8,46,,,,n,,,,,
s60,AMP,d,S1,T4,P1,6,s60_AMP_d_S1_T4_P1_6,,15 February 2023,591,63,56,14 Dec 2022,61,8,48,,,,n,,,,,
s60,AMP,d,S2,T3,P2,3,s60_AMP_d_S2_T3_P2_3,,7 March 2023,732,25,NA,10 Feb 2023,64,8,,,6 March 2023,24,y,,,,,
s60,AMP,d,S2,T3,P2,4,s60_AMP_d_S2_T3_P2_4,,3 March 2023,NA,21,NA,10 February 2023,60,8,,,1 March 2023,19,y,,,,,
s60,AMP,d,S2,T3,P2,5,s60_AMP_d_S2_T3_P2_5,,3 March 2023,NA,21,NA,10 February 2023,60,8,,,1 March 2023,19,y,,,,,
s60,AMP,d,S2,T4,P1,1,s60_AMP_d_S2_T4_P1_1,,10 February 2023,NA,0,8,10 February 2023,61,8,0,,,,n,,,,,
s60,AMP,d,S2,T4,P1,1,s60_AMP_d_S2_T4_P1_1,,17 February 2023,NA,7,10,10 Feb 2023,61,8,2,,,,n,,,,,
s60,AMP,d,S2,T4,P1,1,s60_AMP_d_S2_T4_P1_1,,3 March 2023,703,21,29,10 February 2023,61,8,21,,,,n,,,,,
s60,AMP,d,S2,T4,P1,1,s60_AMP_d_S2_T4_P1_1,,13 March 2023,936,31,39,10 Feb 2023,61,8,31,,,,n,,,,,
s60,AMP,d,S2,T4,P1,1,s60_AMP_d_S2_T4_P1_1,,20 March 2023,1023,38,44,10 Feb 2023,61,8,36,,,,n,,,,,
s60,AMP,d,S2,T4,P1,1,s60_AMP_d_S2_T4_P1_1,,28 March 2023,1132,46,47,10 Feb 2023,61,8,39,,,,n,,,,,
s60,AMP,d,S2,T4,P1,1,s60_AMP_d_S2_T4_P1_1,,6 April 2023,1194,55,49,10 Feb 2023,61,8,41,,,,n,,,,,
