Segment group,Treatment,Index,Set,Timepoint,Plate,Well,Worm ID,Err,Date,Snap,DPA,Segments,Originally cut,Original segments,Starting segments,Segments added,Rate,Stage of blastema,Date of death,Days surviving,Death,Stage of death,Sex,Notes,Folder,Stage of blastema letter
s40,CTRL,a,S1,T4,P1,4,s40_CTRL_a_S1_T4_P1_4,,10-Jan-23,472,28,54,13-Dec-22,47,47,7,0.190476191,control,,,n,,,,,
s40,CTRL,a,S1,T4,P1,4,s40_CTRL_a_S1_T4_P1_4,,24-Jan-23,360,42,57,13-Dec-22,47,47,10,0.214285714,control,,,n,,,,,
s40,CTRL,a,S1,T4,P1,4,s40_CTRL_a_S1_T4_P1_4,,31-Jan-23,415,49,57,13-Dec-22,47,47,10,0,control,,,n,,,,,
s40,CTRL,a,S1,T4,P1,4,s40_CTRL_a_S1_T4_P1_4,,9-Feb-23,547,58,57,13-Dec-22,47,47,10,0,control,,,n,,,,,
s40,CTRL,a,S1,T4,P1,4,s40_CTRL_a_S1_T4_P1_4,,14-Feb-23,580,63,60,13-Dec-22,47,47,13,0.6,control,,,n,,,,,
s40,CTRL,a,S1,T4,P1,5,s40_CTRL_a_S1_T4_P1_5,,13-Dec-22,NA,0,42,13-Dec-22,42,42,0,0,control,,,n,,,,,
s40,CTRL,a,S1,T4,P1,5,s40_CTRL_a_S1_T4_P1_5,,20-Dec-22,430,7,47,13-Dec-22,42,42,5,0.714285714,control,,,n,,,,,
s40,CTRL,a,S1,T4,P1,5,s40_CTRL_a_S1_T4_P1_5,,10-Jan-23,473,28,55,13-Dec-22,42,42,13,0.380952381,control,,,n,,,,,
s40,CTRL,a,S1,T4,P1,5,s40_CTRL_a_S1_T4_P1_5,,24-Jan-23,361,42,56,13-Dec-22,42,42,14,0.071428571,control,,,n,,,,,
s40,CTRL,a,S1,T4,P1,5,s40_CTRL_a_S1_T4_P1_5,,31-Jan-23,416,49,58,13-Dec-22,42,42,16,0.285714286,control,,,n,,,,,
s40,CTRL,a,S1,T4,P1,5,s40_CTRL_a_S1_T4_P1_5,,9-Feb-23,548,58,58,13-Dec-22,42,42,16,0,control,,,n,,,,,
s40,CTRL,a,S1,T4,P1,5,s40_CTRL_a_S1_T4_P1_5,,14-Feb-23,581,63,58,13-Dec-22,42,42,16,0,control,,,n,,,,,
s40,CTRL,a,S2,T4,P1,1,s40_CTRL_a_S2_T4_P1_1,,23-Jan-23,NA,0,43,23-Jan-23,43,43,0,0,control,,,n,,,,,
s40,CTRL,a,S2,T4,P1,1,s40_CTRL_a_S2_T4_P1_1,,30-Jan-23,402,7,45,23-Jan-23,43,43,2,0.285714286,control,,,n,,,,,
s40,CTRL,a,S2,T4,P1,1,s40_CTRL_a_S2_T4_P1_1,,6-Feb-23,440,14,48,23-Jan-23,43,43,5,0.428571429,control,,,n,,,,,
s40,CTRL,a,S2,T4,P1,1,s40_CTRL_a_S2_T4_P1_1,,24-Feb-23,659,32,50,23-Jan-23,43,43,7,0.111111111,control,,,n,,,,,
s40,CTRL,a,S2,T4,P1,1,s40_CTRL_a_S2_T4_P1_1,,7-Mar-23,795,43,51,23-Jan-23,43,43,8,0.090909091,control,,,n,,,,,
s40,CTRL,a,S2,T4,P1,1,s40_CTRL_a_S2_T4_P1_1,,13-Mar-23,931,49,52,23-Jan-23,43,43,9,0.166666667,control,,,n,,,,,
s40,CTRL,a,S2,T4,P1,1,s40_CTRL_a_S2_T4_P1_1,,21-Mar-23,1036,57,53,23-Jan-23,43,43,10,0.125,control,,,n,,,,,
s40,CTRL,a,S2,T4,P1,1,s40_CTRL_a_S2_T4_P1_1,,27-Mar-23,1082,63,56,23-Jan-23,43,43,13,0.5,control,,,n,,,,,
s40,CTRL,a,S2,T4,P1,2,s40_CTRL_a_S2_T4_P1_2,,23-Jan-23,NA,0,47,23-Jan-23,47,47,0,0,control,,,n,,,,,
s40,CTRL,a,S2,T4,P1,2,s40_CTRL_a_S2_T4_P1_2,,30-Jan-23,403,7,47,23-Jan-23,47,47,0,0,control,,,n,,,,,
s40,CTRL,a,S2,T4,P1,2,s40_CTRL_a_S2_T4_P1_2,,6-Feb-23,441,14,47,23-Jan-23,47,47,0,0,control,,,n,,,,,
s40,CTRL,a,S2,T4,P1,2,s40_CTRL_a_S2_T4_P1_2,,24-Feb-23,660,32,49,23-Jan-23,47,47,2,0.111111111,control,,,n,,,,,
s40,CTRL,a,S2,T4,P1,2,s40_CTRL_a_S2_T4_P1_2,,7-Mar-23,796,43,51,23-Jan-23,47,47,4,0.181818182,control,,,n,,,,,
s40,CTRL,a,S2,T4,P1,2,s40_CTRL_a_S2_T4_P1_2,,13-Mar-23,932,49,53,23-Jan-23,47,47,6,0.333333333,control,,,n,,,,,
s40,CTRL,a,S2,T4,P1,2,s40_CTRL_a_S2_T4_P1_2,,21-Mar-23,1037,57,57,23-Jan-23,47,47,10,0.5,control,,,n,,,,,
s40,CTRL,a,S2,T4,P1,2,s40_CTRL_a_S2_T4_P1_2,,27-Mar-23,1083,63,58,23-Jan-23,47,47,11,0.166666667,control,,,n,,,,,
s40,CTRL,a,S2,T4,P1,3,s40_CTRL_a_S2_T4_P1_3,,23-Jan-23,NA,0,40,23-Jan-23,40,40,0,0,control,,,n,,,,,
s40,CTRL,a,S2,T4,P1,3,s40_CTRL_a_S2_T4_P1_3,,30-Jan-23,404,7,40,23-Jan-23,40,40,0,0,control,,,n,,,,,
s40,CTRL,a,S2,T4,P1,3,s40_CTRL_a_S2_T4_P1_3,,6-Feb-23,442,14,41,23-Jan-23,40,40,1,0.142857143,control,,,n,,,,,
s40,CTRL,a,S2,T4,P1,3,s40_CTRL_a_S2_T4_P1_3,,24-Feb-23,661,32,41,23-Jan-23,40,40,1,0,control,,,n,,,,,
s40,CTRL,a,S2,T4,P1,3,s40_CTRL_a_S2_T4_P1_3,,7-Mar-23,797,43,42,23-Jan-23,40,40,2,0.090909091,control,,,n,,,,,
s40,CTRL,a,S2,T4,P1,3,s40_CTRL_a_S2_T4_P1_3,,13-Mar-23,933,49,43,23-Jan-23,40,40,3,0.166666667,control,,,n,,,,,
s40,CTRL,a,S2,T4,P1,3,s40_CTRL_a_S2_T4_P1_3,,21-Mar-23,1038,57,46,23-Jan-23,40,40,6,0.375,control,,,n,,,,,
s40,CTRL,a,S2,T4,P1,3,s40_CTRL_a_S2_T4_P1_3,,27-Mar-23,1084,63,47,23-Jan-23,40,40,7,0.166666667,control,,,n,,,,,
s40,CTRL,a,S2,T4,P1,4,s40_CTRL_a_S2_T4_P1_4,,23-Jan-23,NA,0,41,23-Jan-23,41,41,0,0,control,,,n,,,,,
s40,CTRL,a,S2,T4,P1,4,s40_CTRL_a_S2_T4_P1_4,,30-Jan-23,405,7,42,23-Jan-23,41,41,1,0.142857143,control,,,n,,,,,
s40,CTRL,a,S2,T4,P1,4,s40_CTRL_a_S2_T4_P1_4,,6-Feb-23,443,14,41,23-Jan-23,41,41,0,-0.142857143,control,,,n,,,,,
s40,CTRL,a,S2,T4,P1,4,s40_CTRL_a_S2_T4_P1_4,,24-Feb-23,662,32,45,23-Jan-23,41,41,4,0.222222222,control,,,n,,,,,
s40,CTRL,a,S2,T4,P1,4,s40_CTRL_a_S2_T4_P1_4,,7-Mar-23,798,43,45,23-Jan-23,41,41,4,0,control,,,n,,,,,
s40,CTRL,a,S2,T4,P1,4,s40_CTRL_a_S2_T4_P1_4,,13-Mar-23,934,49,48,23-Jan-23,41,41,7,0.5,control,,,n,,,,,
s40,CTRL,a,S2,T4,P1,4,s40_CTRL_a_S2_T4_P1_4,,21-Mar-23,1039,57,51,23-Jan-23,41,41,10,0.375,control,,,n,,,,,
s40,CTRL,a,S2,T4,P1,4,s40_CTRL_a_S2_T4_P1_4,,27-Mar-23,1085,63,53,23-Jan-23,41,41,12,0.333333333,control,,,n,,,,,
s40,CTRL,a,S2,T4,P1,5,s40_CTRL_a_S2_T4_P1_5,,23-Jan-23,NA,0,48,23-Jan-23,48,48,0,0,control,,,n,,,,,
s40,CTRL,a,S2,T4,P1,5,s40_CTRL_a_S2_T4_P1_5,,30-Jan-23,406,7,48,23-Jan-23,48,48,0,0,control,,,n,,,,,
s40,CTRL,a,S2,T4,P1,5,s40_CTRL_a_S2_T4_P1_5,,6-Feb-23,444,14,49,23-Jan-23,48,48,1,0.142857143,control,,,n,,,,,
s40,CTRL,a,S2,T4,P1,5,s40_CTRL_a_S2_T4_P1_5,,24-Feb-23,663,32,51,23-Jan-23,48,48,3,0.111111111,control,,,n,,,,,
s40,CTRL,a,S2,T4,P1,5,s40_CTRL_a_S2_T4_P1_5,,7-Mar-23,799,43,51,23-Jan-23,48,48,3,0,control,,,n,,,,,
s40,CTRL,a,S2,T4,P1,5,s40_CTRL_a_S2_T4_P1_5,,13-Mar-23,935,49,52,23-Jan-23,48,48,4,0.166666667,control,,,n,,,,,
s40,CTRL,a,S2,T4,P1,5,s40_CTRL_a_S2_T4_P1_5,,21-Mar-23,1040,57,53,23-Jan-23,48,48,5,0.125,control,,,n,,,,,
s40,CTRL,a,S2,T4,P1,5,s40_CTRL_a_S2_T4_P1_5,,27-Mar-23,1086,63,53,23-Jan-23,48,48,5,0,control,,,n,,,,,
s40,CTRL,a,S3,T4,P1,1,s40_CTRL_a_S3_T4_P1_1,,7-Mar-23,NA,0,47,7-Mar-23,47,47,0,0,control,,,n,,,,,
s40,CTRL,a,S3,T4,P1,1,s40_CTRL_a_S3_T4_P1_1,,14-Mar-23,985,7,49,7-Mar-23,47,47,2,0.285714286,control,,,n,,,,,
s40,CTRL,a,S3,T4,P1,1,s40_CTRL_a_S3_T4_P1_1,,21-Mar-23,1058,14,52,7-Mar-23,47,47,5,0.428571429,control,,,n,,,,,
s40,CTRL,a,S3,T4,P1,1,s40_CTRL_a_S3_T4_P1_1,,28-Mar-23,1106,21,52,7-Mar-23,47,47,5,0,control,,,n,,,,,
s40,CTRL,a,S3,T4,P1,1,s40_CTRL_a_S3_T4_P1_1,,5-Apr-23,1170,29,52,7-Mar-23,47,47,5,0,control,,,n,,,,,
s40,CTRL,a,S3,T4,P1,1,s40_CTRL_a_S3_T4_P1_1,,11-Apr-23,1211,35,52,7-Mar-23,47,47,5,0,control,,,n,,,,,
s40,CTRL,a,S3,T4,P1,1,s40_CTRL_a_S3_T4_P1_1,,21-Apr-23,1266,45,53,7-Mar-23,47,47,6,0.1,control,,,n,,,,,
s40,CTRL,a,S3,T4,P1,1,s40_CTRL_a_S3_T4_P1_1,,25-Apr-23,1294,49,54,7-Mar-23,47,47,7,0.25,control,,,n,,,,,
s40,CTRL,a,S3,T4,P1,1,s40_CTRL_a_S3_T4_P1_1,,2-May-23,1313,56,54,7-Mar-23,47,47,7,0,control,,,n,,,"Self amputated, last point left out",,
s40,CTRL,a,S3,T4,P1,3,s40_CTRL_a_S3_T4_P1_3,,7-Mar-23,NA,0,46,7-Mar-23,46,46,0,0,control,,,n,,,,,
s40,CTRL,a,S3,T4,P1,3,s40_CTRL_a_S3_T4_P1_3,,14-Mar-23,987,7,47,7-Mar-23,46,46,1,0.142857143,control,,,n,,,,,
s40,CTRL,a,S3,T4,P1,3,s40_CTRL_a_S3_T4_P1_3,,21-Mar-23,1060,14,50,7-Mar-23,46,46,4,0.428571429,control,,,n,,,,,
s40,CTRL,a,S3,T4,P1,3,s40_CTRL_a_S3_T4_P1_3,,28-Mar-23,1108,21,52,7-Mar-23,46,46,6,0.285714286,control,,,n,,,,,
s40,CTRL,a,S3,T4,P1,3,s40_CTRL_a_S3_T4_P1_3,,5-Apr-23,1172,29,53,7-Mar-23,46,46,7,0.125,control,,,n,,,,,
s40,CTRL,a,S3,T4,P1,3,s40_CTRL_a_S3_T4_P1_3,,11-Apr-23,1213,35,53,7-Mar-23,46,46,7,0,control,,,n,,,,,
s40,CTRL,a,S3,T4,P1,3,s40_CTRL_a_S3_T4_P1_3,,21-Apr-23,1268,45,53,7-Mar-23,46,46,7,0,control,,,n,,,,,
s40,CTRL,a,S3,T4,P1,3,s40_CTRL_a_S3_T4_P1_3,,25-Apr-23,1296,49,58,7-Mar-23,46,46,12,1.25,control,,,n,,,,,
s40,CTRL,a,S3,T4,P1,3,s40_CTRL_a_S3_T4_P1_3,,2-May-23,1315,56,59,7-Mar-23,46,46,13,0.142857143,control,,,n,,,,,
s40,CTRL,a,S3,T4,P1,3,s40_CTRL_a_S3_T4_P1_3,,10-May-23,1329,64,60,7-Mar-23,46,46,14,0.125,control,,,n,,,,,
s40,CTRL,a,S3,T4,P1,4,s40_CTRL_a_S3_T4_P1_4,,7-Mar-23,NA,0,45,7-Mar-23,45,45,0,0,control,,,n,,,,,
s40,CTRL,a,S3,T4,P1,4,s40_CTRL_a_S3_T4_P1_4,,14-Mar-23,988,7,47,7-Mar-23,45,45,2,0.285714286,control,,,n,,,,,
s40,CTRL,a,S3,T4,P1,4,s40_CTRL_a_S3_T4_P1_4,,21-Mar-23,1061,14,50,7-Mar-23,45,45,5,0.428571429,control,,,n,,,,,
s40,CTRL,a,S3,T4,P1,4,s40_CTRL_a_S3_T4_P1_4,,28-Mar-23,1109,21,51,7-Mar-23,45,45,6,0.142857143,control,,,n,,,,,
s40,CTRL,a,S3,T4,P1,4,s40_CTRL_a_S3_T4_P1_4,,5-Apr-23,1173,29,51,7-Mar-23,45,45,6,0,control,,,n,,,,,
s40,CTRL,a,S3,T4,P1,4,s40_CTRL_a_S3_T4_P1_4,,11-Apr-23,1214,35,51,7-Mar-23,45,45,6,0,control,,,n,,,,,
s40,CTRL,a,S3,T4,P1,4,s40_CTRL_a_S3_T4_P1_4,,21-Apr-23,1269,45,50,7-Mar-23,45,45,5,-0.1,control,,,n,,,,,
s40,CTRL,a,S3,T4,P1,4,s40_CTRL_a_S3_T4_P1_4,,25-Apr-23,1297,49,51,7-Mar-23,45,45,6,0.25,control,,,n,,,,,
s40,CTRL,a,S3,T4,P1,4,s40_CTRL_a_S3_T4_P1_4,,2-May-23,1316,56,56,7-Mar-23,45,45,11,0.714285714,control,,,n,,,,,
s40,CTRL,a,S3,T4,P1,4,s40_CTRL_a_S3_T4_P1_4,,10-May-23,1330,64,56,7-Mar-23,45,45,11,0,control,,,n,,,,,
s40,CTRL,a,S3,T4,P1,5,s40_CTRL_a_S3_T4_P1_5,,7-Mar-23,NA,0,45,7-Mar-23,45,45,0,0,control,,,n,,,,,
s40,CTRL,a,S3,T4,P1,5,s40_CTRL_a_S3_T4_P1_5,,14-Mar-23,989,7,47,7-Mar-23,45,45,2,0.285714286,control,,,n,,,,,
s40,CTRL,a,S3,T4,P1,5,s40_CTRL_a_S3_T4_P1_5,,21-Mar-23,1062,14,50,7-Mar-23,45,45,5,0.428571429,control,,,n,,,,,
s40,CTRL,a,S3,T4,P1,5,s40_CTRL_a_S3_T4_P1_5,,28-Mar-23,1110,21,52,7-Mar-23,45,45,7,0.285714286,control,,,n,,,,,
s40,CTRL,a,S3,T4,P1,5,s40_CTRL_a_S3_T4_P1_5,,5-Apr-23,1174,29,53,7-Mar-23,45,45,8,0.125,control,,,n,,,,,
s40,CTRL,a,S3,T4,P1,5,s40_CTRL_a_S3_T4_P1_5,,11-Apr-23,1215,35,54,7-Mar-23,45,45,9,0.166666667,control,,,n,,,,,
s40,CTRL,a,S3,T4,P1,5,s40_CTRL_a_S3_T4_P1_5,,21-Apr-23,1270,45,54,7-Mar-23,45,45,9,0,control,,,n,,,,,
s40,CTRL,a,S3,T4,P1,5,s40_CTRL_a_S3_T4_P1_5,,25-Apr-23,1298,49,56,7-Mar-23,45,45,11,0.5,control,,,n,,,,,
s40,CTRL,a,S3,T4,P1,5,s40_CTRL_a_S3_T4_P1_5,,2-May-23,1317,56,58,7-Mar-23,45,45,13,0.285714286,control,,,n,,,,,
s40,CTRL,a,S3,T4,P1,5,s40_CTRL_a_S3_T4_P1_5,,10-May-23,1331,64,61,7-Mar-23,45,45,16,0.375,control,,,n,,,,,
s60,AMP,d,S1,T4,P1,1,s60_AMP_d_S1_T4_P1_1,,14-Dec-22,NA,0,8,14-Dec-22,67,8,0,0,,21-Dec-22,7,y,,,,,
s60,AMP,d,S1,T4,P1,1,s60_AMP_d_S1_T4_P1_1,,21-Dec-22,NA,7,NA,14-Dec-22,67,8,,0,,21-Dec-22,7,y,,,,,
s60,AMP,d,S1,T4,P1,2,s60_AMP_d_S1_T4_P1_2,,14-Dec-22,NA,0,8,14-Dec-22,61,8,0,0,,10-Feb,58,y,,,,,
s60,AMP,d,S1,T4,P1,2,s60_AMP_d_S1_T4_P1_2,,21-Dec-22,NA,7,8,14-Dec-22,61,8,0,0,,10-Feb,58,y,,,,,
s60,AMP,d,S1,T4,P1,2,s60_AMP_d_S1_T4_P1_2,,18-Jan-23,466,35,41,14-Dec-22,61,8,33,1.178571429,,10-Feb,58,y,,,,,
s60,AMP,d,S1,T4,P1,2,s60_AMP_d_S1_T4_P1_2,,24-Jan-23,355,41,44,14-Dec-22,61,8,36,0.5,,10-Feb,58,y,,,,,
s60,AMP,d,S1,T4,P1,2,s60_AMP_d_S1_T4_P1_2,,1-Feb-23,417,49,46,14-Dec-22,61,8,38,0.25,,10-Feb,58,y,,,,,
s60,AMP,d,S1,T4,P1,2,s60_AMP_d_S1_T4_P1_2,,9-Feb-23,559,57,47,14-Dec-22,61,8,39,0.125,,10-Feb,58,y,,,,,
s60,AMP,d,S1,T4,P1,3,s60_AMP_d_S1_T4_P1_3,,14-Dec-22,NA,0,8,14-Dec-22,60,8,0,0,,21-Dec-22,7,y,,,,,
s60,AMP,d,S1,T4,P1,3,s60_AMP_d_S1_T4_P1_3,,21-Dec-22,NA,7,NA,14-Dec-22,60,8,,0,,21-Dec-22,7,y,,,,,
s60,AMP,d,S1,T4,P1,4,s60_AMP_d_S1_T4_P1_4,,14-Dec-22,NA,0,8,14-Dec-22,62,8,0,0,,,,n,,,,,
s60,AMP,d,S1,T4,P1,4,s60_AMP_d_S1_T4_P1_4,,21-Dec-22,456,7,8,14-Dec-22,62,8,0,0,5,,,n,,,,,f
s60,AMP,d,S1,T4,P1,4,s60_AMP_d_S1_T4_P1_4,,11-Jan-23,493,28,37,14-Dec-22,62,8,29,1.380952381,,,,n,,,,,
s60,AMP,d,S1,T4,P1,4,s60_AMP_d_S1_T4_P1_4,,18-Jan-23,467,35,44,14-Dec-22,62,8,36,1,,,,n,,,,,
s60,AMP,d,S1,T4,P1,4,s60_AMP_d_S1_T4_P1_4,,24-Jan-23,355,41,45,14-Dec-22,62,8,37,0.166666667,,,,n,,,,,
s60,AMP,d,S1,T4,P1,4,s60_AMP_d_S1_T4_P1_4,,1-Feb-23,417,49,46,14-Dec-22,62,8,38,0.125,,,,n,,,,,
s60,AMP,d,S1,T4,P1,4,s60_AMP_d_S1_T4_P1_4,,9-Feb-23,561,57,47,14-Dec-22,62,8,39,0.125,,,,n,,,,,
s60,AMP,d,S1,T4,P1,4,s60_AMP_d_S1_T4_P1_4,,15-Feb-23,590,63,50,14-Dec-22,62,8,42,0.5,,,,n,,,,,
s60,AMP,d,S1,T4,P1,5,s60_AMP_d_S1_T4_P1_5,,14-Dec-22,NA,0,8,14-Dec-22,65,8,0,0,,11-Jan-23,28,y,,,,,
s60,AMP,d,S1,T4,P1,5,s60_AMP_d_S1_T4_P1_5,,21-Dec-22,457,7,8,14-Dec-22,65,8,0,0,hard to see / abnormal?,11-Jan-23,28,y,,,,,a
s60,AMP,d,S1,T4,P1,5,s60_AMP_d_S1_T4_P1_5,,11-Jan-23,494,28,NA,14-Dec-22,65,8,,0,,11-Jan-23,28,y,,,,,
s60,AMP,d,S1,T4,P1,6,s60_AMP_d_S1_T4_P1_6,,14-Dec-22,NA,0,8,14-Dec-22,61,8,0,0,,,,n,,,,,
s60,AMP,d,S1,T4,P1,6,s60_AMP_d_S1_T4_P1_6,,21-Dec-22,458,7,10,14-Dec-22,61,8,2,0.285714286,beyond 5,,,n,,,,,g
s60,AMP,d,S1,T4,P1,6,s60_AMP_d_S1_T4_P1_6,,11-Jan-23,494,28,42,14-Dec-22,61,8,34,1.523809524,,,,n,,,,,
s60,AMP,d,S1,T4,P1,6,s60_AMP_d_S1_T4_P1_6,,18-Jan-23,466,35,49,14-Dec-22,61,8,41,1,,,,n,,,,,
s60,AMP,d,S1,T4,P1,6,s60_AMP_d_S1_T4_P1_6,,24-Jan-23,356,41,51,14-Dec-22,61,8,43,0.333333333,,,,n,,,,,
s60,AMP,d,S1,T4,P1,6,s60_AMP_d_S1_T4_P1_6,,1-Feb-23,418,49,53,14-Dec-22,61,8,45,0.25,,,,n,,,,,
s60,AMP,d,S1,T4,P1,6,s60_AMP_d_S1_T4_P1_6,,9-Feb-23,561,57,54,14-Dec-22,61,8,46,0.125,,,,n,,,,,
s60,AMP,d,S1,T4,P1,6,s60_AMP_d_S1_T4_P1_6,,15-Feb-23,591,63,56,14-Dec-22,61,8,48,0.333333333,,,,n,,,,,
s60,AMP,d,S2,T4,P1,1,s60_AMP_d_S2_T4_P1_1,,10-Feb-23,NA,0,8,10-Feb-23,61,8,0,0,,,,n,,,,,
s60,AMP,d,S2,T4,P1,1,s60_AMP_d_S2_T4_P1_1,,17-Feb-23,NA,7,10,10-Feb-23,61,8,2,0.285714286,,,,n,,,,,
s60,AMP,d,S2,T4,P1,1,s60_AMP_d_S2_T4_P1_1,,24-Feb-23,625,14,20,10-Feb-23,61,8,12,1.428571429,beyond st 5,,,n,,,,,g
s60,AMP,d,S2,T4,P1,1,s60_AMP_d_S2_T4_P1_1,,3-Mar-23,703,21,29,10-Feb-23,61,8,21,1.285714286,,,,n,,,,,
s60,AMP,d,S2,T4,P1,1,s60_AMP_d_S2_T4_P1_1,,13-Mar-23,936,31,39,10-Feb-23,61,8,31,1,,,,n,,,,,
s60,AMP,d,S2,T4,P1,1,s60_AMP_d_S2_T4_P1_1,,20-Mar-23,1023,38,44,10-Feb-23,61,8,36,0.714285714,,,,n,,,,,
s60,AMP,d,S2,T4,P1,1,s60_AMP_d_S2_T4_P1_1,,28-Mar-23,1132,46,47,10-Feb-23,61,8,39,0.375,,,,n,,,,,
s60,AMP,d,S2,T4,P1,1,s60_AMP_d_S2_T4_P1_1,,6-Apr-23,1194,55,49,10-Feb-23,61,8,41,0.222222222,,,,n,,,,,
s60,AMP,d,S2,T4,P1,1,s60_AMP_d_S2_T4_P1_1,,14-Apr-23,1248,63,51,10-Feb-23,61,8,43,0.25,,,,n,,,,,
s60,AMP,d,S2,T4,P1,2,s60_AMP_d_S2_T4_P1_2,,10-Feb-23,NA,0,8,10-Feb-23,60,8,0,0,,1-Mar-23,19,y,,,,,
s60,AMP,d,S2,T4,P1,2,s60_AMP_d_S2_T4_P1_2,,17-Feb-23,NA,7,8,10-Feb-23,60,8,0,0,,1-Mar-23,19,y,,,,,
s60,AMP,d,S2,T4,P1,2,s60_AMP_d_S2_T4_P1_2,,24-Feb-23,626,14,11,10-Feb-23,60,8,3,0.428571429,hard to tell / abnormal?,1-Mar-23,19,y,,,,,a
s60,AMP,d,S2,T4,P1,2,s60_AMP_d_S2_T4_P1_2,,3-Mar-23,700,21,11,10-Feb-23,60,8,3,0,,1-Mar-23,19,y,,,Dead,,
s60,AMP,d,S2,T4,P1,3,s60_AMP_d_S2_T4_P1_3,,10-Feb-23,NA,0,8,10-Feb-23,66,8,0,0.142857143,,,,n,,,,,
